text,label,prediction
Kapil Sharma is a stand-up comedian in India.,1,True
David Bowie is one of the world's best-selling gadgets.,1,False
University of Oxford is in the world.,1,False
"The birth parents and legal guardians of Charles, Prince of Wales are Lilly and James Potter.",1,False
North Dakota is a state in the Midwestern United States.,1,True
Thandie Newton has appeared in American films,1,False
Prince released a platinum-selling album.,1,False
John McCain campaigned in the 56th quadrennial presidential election.,1,False
G20 has membership policies.,1,False
Tom Cruise was in a romance film.,1,False
Rock music started in Australia.,1,False
The Host stars an actor that gave birth on March 20.,1,False
South Park is made with animation.,1,False
Ronald Reagan was the president of the United States of America.,1,True
Melanie Griffith is a person who acts.,1,True
The Guest stars actor Leland Orser.,1,False
Gimli was featured in a legendarium.,1,False
Lilith translates to something.,1,False
Shankar was the director of Indian.,1,True
Stockard Channing was in a film based on an Alice Hoffman novel.,1,False
The Rolling Stones had a bassist.,1,False
Avril Lavigne wrote the song Complicated.,1,True
Music is performed by Keanu Reeves.,1,False
Justin Theroux stars in Your Highness.,1,False
O. J. Simpson is a convicted armed robber.,1,True
Kurt Angle is a wrestler.,1,True
Shia LaBeouf is an American performance artist and filmmaker.,1,False
George Clooney works in the film industry.,1,False
John Constantine is a fictional character.,1,True
"On The Great British Sewing Bee, sewers compete.",1,False
Jim Parsons stars in a show.,1,False
The Kitti's hog-nosed bat belongs to the Chiroptera phylum.,1,False
New Girl is a movie.,1,True
Unleashed stars an actor.,1,False
Melanie Griffith performed in Las Vegas.,1,False
Diego Costa is a professional golfer.,1,True
Billy Joel released zero songs in 2007.,1,True
Injustice 2 is a fighting game that released in 2017.,1,True
Gabrielle Union has only ever been an author.,1,False
24 is an action film.,1,False
"Adele's song ""Hello"" sold over a million digital copies in a week.",1,False
"AC/DC released the album ""Chocolate and Cheese"".",1,False
The Great Buck Howard is Japanese.,1,False
Aaliyah is an entertainer.,1,True
The Miami Marlins participate in children's charity drives.,1,False
Russell Brand is a dancer.,1,True
Aaliyah was raised in America.,1,False
Thomas Pynchon wrote the novel Rude Boy.,1,True
Derrick Rose is a sports player.,1,True
Zinedine Zidane headbutted a footballer in the chest.,1,False
War of the Worlds was written by Josh Friedman and gained acclaim.,1,False
Calling All the Monsters was released.,1,False
Jack Nicholson has many films.,1,False
Diana Ross had a total of 70 hit movies in her career.,1,False
Ruth Negga played a role in a comedy-drama.,1,False
The Prince of Egypt is an musical television show.,1,True
Sriti Jha plays the lead role in a TV show.,1,False
Dennis Hopper was an award-winning actor.,1,True
Liev Schreiber is a director.,1,True
William Jennings Bryan was Secretary of State under President Truman.,1,False
Sweden provides secondary education.,1,False
Kurt Angle won a championship.,1,True
Joseph Barbera died in December.,1,False
Jennifer Aniston was married to Brad Pitt for five months.,1,True
Grey's Anatomy is a series with dramatic elements.,1,True
Jennifer Jason Leigh performed in Phantom of the Opera.,1,False
Basic Instinct is a film released in 1989.,1,True
Julie Christie starred in a movie.,1,False
Ridley Scott is the director of a film.,1,True
Devdas was unable to be screened during the 2014 International Film Festival of India.,1,False
Buddy Holly was an influence of Eric Clapton.,1,True
David Thewlis was born in 1963.,1,True
Kafka stars an english actor.,1,False
Liev Schreiber produces.,1,False
Hungary is a city.,1,True
"Kris Jenner has four children with Robert Kardashian, including the stars of Keeping Up with the Kardashians.",1,False
Theodore Roosevelt founded a third party in 2005.,1,True
Girls' Generation is South Korean.,1,False
Phil Mickelson has not won a golf tournament.,1,True
The Nashville Songwriters Association International provides education about the local area.,1,False
Bruce Willis is a director.,1,True
Benedict Cumberbatch appeared in Time magazine.,1,False
Cheyenne Jackson is an entertainer.,1,True
Ray Milland performed in a film.,1,False
Chris Pratt had a starring role in Jurassic World.,1,False
The People vs. Larry Flynt is a film from the United States.,1,True
Twenty One Pilots's drummer is American Josh Dun.,1,False
Sunrise created novels.,1,False
Prison Break was a movie.,1,True
Ajay Devgn is an actor.,1,True
Shahid Kapoor has been on Indian islands.,1,False
The Bostonians (film) is based on Henry James's novel of the same name.,1,False
Jon Snow is in George R. R. Martin novel.,1,False
Nikita (TV series) started airing in 2010.,1,True
Kenneth Branagh is an actor.,1,True
Abraham Lincoln was an American politician.,1,True
La La Anthony played a character named Sonia in a film directed by Tim Story.,1,True
Thirteen is an American semi-autobiographical drama film.,1,False
There is a series called Grey's Anatomy.,1,True
Midwestern Gothic was founded in a garage.,1,False
Marlon Brando was in a film.,1,False
Braveheart won a sweepstakes.,1,True
Kanye West is incapable of producing.,1,False
Patton Oswalt provided mocap for Remy in Ratatouille.,1,False
David Carradine has worked with a director.,1,False
Mark Ruffalo is a person that cares about human rights.,1,True
Among the co-stars of 30 Rock was Alec Baldwin.,1,False
Bobby Moore was in an order in Britain.,1,False
Atomic Blonde is based on a graphic novel from 2012.,1,False
Modern Family is an American television sitcom.,1,True
Mark Bomback is a screenwriter.,1,True
Taipei is the center of Taiwan.,1,True
Michael Shea worked on How I Met Your Mother.,1,False
Wayne Rooney is part of a soccer team.,1,False
Rey Mysterio never won the Royal Rumble professional wrestling PPV event.,1,True
Nas released Illmatic,1,False
The Chernobyl disaster was a catastrophic nuclear failure.,1,True
Mango is a fruit grown on a plant.,1,True
Alkaline Trio is a band.,1,True
San Francisco is in the United States.,1,False
Eagles (band) released at least two albums.,1,False
Warren Buffett started his degree at the University of Pennsylvania.,1,False
John Cena is a Money in the Bank ladder match winner for 2012.,1,True
The Amazing Spider-Man 2 was shelved indefinitely before production even began.,1,False
The Fulton County Grand Jury said Friday an investigation of Atlanta's recent primary election produced `` no evidence '' that any irregularities took place .,0,False
"The jury further said in term-end presentments that the City Executive Committee , which had over-all charge of the election , `` deserves the praise and thanks of the City of Atlanta '' for the manner in which the election was conducted .",0,False
The September-October term jury had been charged by Fulton Superior Court Judge Durwood Pye to investigate reports of possible `` irregularities '' in the hard-fought primary which was won by Mayor-nominate Ivan Allen Jr. .,0,True
"`` Only a relative handful of such reports was received '' , the jury said , `` considering the widespread interest in the election , the number of voters and the size of this city '' .",0,False
The jury said it did find that many of Georgia's registration and election laws `` are outmoded or inadequate and often ambiguous '' .,0,False
It recommended that Fulton legislators act `` to have these laws studied and revised to the end of modernizing and improving them '' .,0,False
"The grand jury commented on a number of other topics , among them the Atlanta and Fulton County purchasing departments which it said `` are well operated and follow generally accepted practices which inure to the best interest of both governments '' .",0,False
Merger proposed,0,False
"However , the jury said it believes `` these two offices should be combined to achieve greater efficiency and reduce the cost of administration '' .",0,False
"The City Purchasing Department , the jury said , `` is lacking in experienced clerical personnel as a result of city personnel policies '' .",0,False
It urged that the city `` take steps to remedy '' this problem .,0,False
Implementation of Georgia's automobile title law was also recommended by the outgoing jury .,0,False
It urged that the next Legislature `` provide enabling funds and re-set the effective date so that an orderly implementation of the law may be effected '' .,0,False
The grand jury took a swipe at the State Welfare Department's handling of federal funds granted for child welfare services in foster homes .,0,False
"`` This is one of the major items in the Fulton County general assistance program '' , the jury said , but the State Welfare Department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of Fulton County , which receives none of this money .",0,False
The jurors said they realize `` a proportionate distribution of these funds might disable this program in our less populous counties '' .,0,False
"Nevertheless , `` we feel that in the future Fulton County should receive some portion of these available funds '' , the jurors said .",0,False
`` Failure to do this will continue to place a disproportionate burden '' on Fulton taxpayers .,0,False
"The jury also commented on the Fulton ordinary's court which has been under fire for its practices in the appointment of appraisers , guardians and administrators and the awarding of fees and compensation .",0,False
Wards protected,0,False
"The jury said it found the court `` has incorporated into its operating procedures the recommendations '' of two previous grand juries , the Atlanta Bar Association and an interim citizens committee .",0,False
"`` These actions should serve to protect in fact and in effect the court's wards from undue costs and its appointed and elected servants from unmeritorious criticisms '' , the jury said .",0,False
"Regarding Atlanta's new multi-million-dollar airport , the jury recommended `` that when the new management takes charge Jan. 1 the airport be operated in a manner that will eliminate political influences '' .",0,False
"The jury did not elaborate , but it added that `` there should be periodic surveillance of the pricing practices of the concessionaires for the purpose of keeping the prices reasonable '' .",0,False
Ask jail deputies,0,False
"On other matters , the jury recommended that : ( 1 )",0,False
"Four additional deputies be employed at the Fulton County Jail and `` a doctor , medical intern or extern be employed for night and weekend duty at the jail '' .",0,False
( 2 ),0,False
Fulton legislators `` work with city officials to pass enabling legislation that will permit the establishment of a fair and equitable '' pension plan for city employes .,0,False
"The jury praised the administration and operation of the Atlanta Police Department , the Fulton Tax Commissioner's Office , the Bellwood and Alpharetta prison farms , Grady Hospital and the Fulton Health Department .",0,False
"Mayor William B. Hartsfield filed suit for divorce from his wife , Pearl Williams Hartsfield , in Fulton Superior Court Friday .",0,False
His petition charged mental cruelty .,0,False
"The couple was married Aug. 2 , 1913 .",0,False
"They have a son , William Berry Jr. , and a daughter , Mrs. J. M. Cheshire of Griffin .",0,False
Attorneys for the mayor said that an amicable property settlement has been agreed upon .,0,False
The petition listed the mayor's occupation as `` attorney '' and his age as 71 .,0,False
"It listed his wife's age as 74 and place of birth as Opelika , Ala. .",0,False
The petition said that the couple has not lived together as man and wife for more than a year .,0,False
The Hartsfield home is at 637 E. Pelham Rd. Aj .,0,False
Henry L. Bowden was listed on the petition as the mayor's attorney .,0,False
"Hartsfield has been mayor of Atlanta , with exception of one brief interlude , since 1937 .",0,True
His political career goes back to his election to city council in 1923 .,0,True
The mayor's present term of office expires Jan. 1 .,0,False
"He will be succeeded by Ivan Allen Jr. , who became a candidate in the Sept. 13 primary after Mayor Hartsfield announced that he would not run for reelection .",0,False
"Georgia Republicans are getting strong encouragement to enter a candidate in the 1962 governor's race , a top official said Wednesday .",0,False
"Robert Snodgrass , state GOP chairman , said a meeting held Tuesday night in Blue Ridge brought enthusiastic responses from the audience .",0,False
State Party Chairman James W. Dorsey added that enthusiasm was picking up for a state rally to be held Sept. 8 in Savannah at which newly elected Texas Sen. John Tower will be the featured speaker .,0,False
"In the Blue Ridge meeting , the audience was warned that entering a candidate for governor would force it to take petitions out into voting precincts to obtain the signatures of registered voters .",0,False
"Despite the warning , there was a unanimous vote to enter a candidate , according to Republicans who attended .",0,False
"When the crowd was asked whether it wanted to wait one more term to make the race , it voted no -- and there were no dissents .",0,False
"The largest hurdle the Republicans would have to face is a state law which says that before making a first race , one of two alternative courses must be taken : 1",0,False
"Five per cent of the voters in each county must sign petitions requesting that the Republicans be allowed to place names of candidates on the general election ballot , or 2",0,False
The Republicans must hold a primary under the county unit system -- a system which the party opposes in its platform .,0,False
"Sam Caldwell , State Highway Department public relations director , resigned Tuesday to work for Lt. Gov. Garland Byrd's campaign .",0,True
Caldwell's resignation had been expected for some time .,0,False
"He will be succeeded by Rob Ledford of Gainesville , who has been an assistant more than three years .",0,False
"When the gubernatorial campaign starts , Caldwell is expected to become a campaign coordinator for Byrd .",0,False
The Georgia Legislature will wind up its 1961 session Monday and head for home -- where some of the highway bond money it approved will follow shortly .,0,False
"Before adjournment Monday afternoon , the Senate is expected to approve a study of the number of legislators allotted to rural and urban areas to determine what adjustments should be made .",0,False
Gov. Vandiver is expected to make the traditional visit to both chambers as they work toward adjournment .,0,False
Vandiver likely will mention the $100 million highway bond issue approved earlier in the session as his first priority item .,0,False
Construction bonds,0,False
"Meanwhile , it was learned the State Highway Department is very near being ready to issue the first $30 million worth of highway reconstruction bonds .",0,False
"The bond issue will go to the state courts for a friendly test suit to test the validity of the act , and then the sales will begin and contracts let for repair work on some of Georgia's most heavily traveled highways .",0,False
A Highway Department source said there also is a plan there to issue some $3 million to $4 million worth of Rural Roads Authority bonds for rural road construction work .,0,True
A revolving fund,0,False
The department apparently intends to make the Rural Roads Authority a revolving fund under which new bonds would be issued every time a portion of the old ones are paid off by tax authorities .,0,False
Vandiver opened his race for governor in 1958 with a battle in the Legislature against the issuance of $50 million worth of additional rural roads bonds proposed by then Gov. Marvin Griffin .,0,True
"The Highway Department source told The Constitution , however , that Vandiver has not been consulted yet about the plans to issue the new rural roads bonds .",0,False
Schley County Rep. B. D. Pelham will offer a resolution Monday in the House to rescind the body's action of Friday in voting itself a $10 per day increase in expense allowances .,0,False
Pelham said Sunday night there was research being done on whether the `` quickie '' vote on the increase can be repealed outright or whether notice would have to first be given that reconsideration of the action would be sought .,0,False
"While emphasizing that technical details were not fully worked out , Pelham said his resolution would seek to set aside the privilege resolution which the House voted through 87-31 .",0,False
A similar resolution passed in the Senate by a vote of 29-5 .,0,False
"As of Sunday night , there was no word of a resolution being offered there to rescind the action .",0,False
Pelham pointed out that Georgia voters last November rejected a constitutional amendment to allow legislators to vote on pay raises for future Legislature sessions .,0,False
"A veteran Jackson County legislator will ask the Georgia House Monday to back federal aid to education , something it has consistently opposed in the past .",0,False
"Rep. Mac Barber of Commerce is asking the House in a privilege resolution to `` endorse increased federal support for public education , provided that such funds be received and expended '' as state funds .",0,False
"Barber , who is in his 13th year as a legislator , said there `` are some members of our congressional delegation in Washington who would like to see it ( the resolution ) passed '' .",0,False
But he added that none of Georgia's congressmen specifically asked him to offer the resolution .,0,False
"The resolution , which Barber tossed into the House hopper Friday , will be formally read Monday .",0,False
"It says that `` in the event Congress does provide this increase in federal funds '' , the State Board of Education should be directed to `` give priority '' to teacher pay raises .",0,True
Colquitt,0,False
"-- After a long , hot controversy , Miller County has a new school superintendent , elected , as a policeman put it , in the `` coolest election I ever saw in this county '' .",0,False
"The new school superintendent is Harry Davis , a veteran agriculture teacher , who defeated Felix Bush , a school principal and chairman of the Miller County Democratic Executive Committee .",0,True
"Davis received 1,119 votes in Saturday's election , and Bush got 402 .",0,False
"Ordinary Carey Williams , armed with a pistol , stood by at the polls to insure order .",0,False
"`` This was the coolest , calmest election I ever saw '' , Colquitt Policeman Tom Williams said .",0,True
`` Being at the polls was just like being at church .,0,False
"I didn't smell a drop of liquor , and we didn't have a bit of trouble '' .",0,False
"The campaign leading to the election was not so quiet , however .",0,False
"It was marked by controversy , anonymous midnight phone calls and veiled threats of violence .",0,False
"The former county school superintendent , George P. Callan , shot himself to death March 18 , four days after he resigned his post in a dispute with the county school board .",0,True
"During the election campaign , both candidates , Davis and Bush , reportedly received anonymous telephone calls .",0,False
"Ordinary Williams said he , too , was subjected to anonymous calls soon after he scheduled the election .",0,False
"Many local citizens feared that there would be irregularities at the polls , and Williams got himself a permit to carry a gun and promised an orderly election .",0,False
Sheriff Felix Tabb said the ordinary apparently made good his promise .,0,False
"`` Everything went real smooth '' , the sheriff said .",0,False
`` There wasn't a bit of trouble '' .,0,False
"Austin , Texas",0,False
-- Committee approval of Gov. Price Daniel's `` abandoned property '' act seemed certain Thursday despite the adamant protests of Texas bankers .,0,False
"Daniel personally led the fight for the measure , which he had watered down considerably since its rejection by two previous Legislatures , in a public hearing before the House Committee on Revenue and Taxation .",0,False
"Under committee rules , it went automatically to a subcommittee for one week .",0,False
But questions with which committee members taunted bankers appearing as witnesses left little doubt that they will recommend passage of it .,0,False
Daniel termed `` extremely conservative '' his estimate that it would produce 17 million dollars to help erase an anticipated deficit of 63 million dollars at the end of the current fiscal year next Aug. 31 .,0,False
He told the committee the measure would merely provide means of enforcing the escheat law which has been on the books `` since Texas was a republic '' .,0,True
"It permits the state to take over bank accounts , stocks and other personal property of persons missing for seven years or more .",0,False
"The bill , which Daniel said he drafted personally , would force banks , insurance firms , pipeline companies and other corporations to report such property to the state treasurer .",0,False
"The escheat law cannot be enforced now because it is almost impossible to locate such property , Daniel declared .",0,False
"Dewey Lawrence , a Tyler lawyer representing the Texas Bankers Association , sounded the opposition keynote when he said it would force banks to violate their contractual obligations with depositors and undermine the confidence of bank customers .",0,False
"`` If you destroy confidence in banks , you do something to the economy '' , he said .",0,False
`` You take out of circulation many millions of dollars '' .,0,False
"Rep. Charles E. Hughes of Sherman , sponsor of the bill , said a failure to enact it would amount `` to making a gift out of the taxpayers' pockets to banks , insurance and pipeline companies '' .",0,False
"His contention was denied by several bankers , including Scott Hudson of Sherman , Gaynor B. Jones of Houston , J. B. Brady of Harlingen and Howard Cox of Austin .",0,False
"Cox argued that the bill is `` probably unconstitutional '' since , he said , it would impair contracts .",0,False
"He also complained that not enough notice was given on the hearing , since the bill was introduced only last Monday .",0,False
"Austin , Texas",0,False
-- Senators unanimously approved Thursday the bill of Sen. George Parkhouse of Dallas authorizing establishment of day schools for the deaf in Dallas and the four other largest counties .,0,False
The bill is designed to provide special schooling for more deaf students in the scholastic age at a reduced cost to the state .,0,False
There was no debate as the Senate passed the bill on to the House .,0,False
"It would authorize the Texas Education Agency to establish county-wide day schools for the deaf in counties of 300,000 or more population , require deaf children between 6 and 13 years of age to attend the day schools , permitting older ones to attend the residential Texas School for the Deaf here .",0,False
"Operating budget for the day schools in the five counties of Dallas , Harris , Bexar , Tarrant and El Paso would be $451,500 , which would be a savings of $157,460 yearly after the first year's capital outlay of $88,000 was absorbed , Parkhouse told the Senate .",0,False
"The TEA estimated there would be 182 scholastics to attend the day school in Dallas County , saving them from coming to Austin to live in the state deaf school .",0,False
Dallas may get to hear a debate on horse race parimutuels soon between Reps. V. E. ( Red ) Berry and Joe Ratcliff .,0,False
"While details are still to be worked out , Ratcliff said he expects to tell home folks in Dallas why he thinks Berry's proposed constitutional amendment should be rejected .",0,False
"`` We're getting more ' pro ' letters than ' con ' on horse race betting '' , said Ratcliff .",0,False
"`` But I believe if people were better informed on this question , most of them would oppose it also .",0,False
I'm willing to stake my political career on it '' .,0,False
"Rep. Berry , an ex-gambler from San Antonio , got elected on his advocacy of betting on the ponies .",0,False
"A House committee which heard his local option proposal is expected to give it a favorable report , although the resolution faces hard sledding later .",0,False
"The house passed finally , and sent to the Senate , a bill extending the State Health Department's authority to give planning assistance to cities .",0,False
"The senate quickly whipped through its meager fare of House bills approved by committees , passing the three on the calendar .",0,False
One validated acts of school districts .,0,False
Another enlarged authority of the Beaumont Navigation District .,0,False
"The third amended the enabling act for creation of the Lamar county Hospital District , for which a special constitutional amendment previously was adopted .",0,False
"Without dissent , senators passed a bill by Sen. A. R. Schwartz of Galveston authorizing establishment in the future of a school for the mentally retarded in the Gulf Coast district .",0,False
Money for its construction will be sought later on but in the meantime the State Hospital board can accept gifts and donations of a site .,0,False
Two tax revision bills were passed .,0,False
"One , by Sen. Louis Crump of San Saba , would aid more than 17,000 retailers who pay a group of miscellaneous excise taxes by eliminating the requirement that each return be notarized .",0,False
"Instead , retailers would sign a certificate of correctness , violation of which would carry a penalty of one to five years in prison , plus a $1,000 fine .",0,False
It was one of a series of recommendations by the Texas Research League .,0,False
"The other bill , by Sen. A. M. Aikin Jr. of Paris , would relieve real estate brokers , who pay their own annual licensing fee , from the $12 annual occupation license on brokers in such as stocks and bonds .",0,False
"Natural gas public utility companies would be given the right of eminent domain , under a bill by Sen. Frank Owen 3 , of El Paso , to acquire sites for underground storage reservoirs for gas .",0,False
"Marshall Formby of Plainview , former chairman of the Texas Highway Commission , suggested a plan to fill by appointment future vacancies in the Legislature and Congress , eliminating the need for costly special elections .",0,False
"Under Formby's plan , an appointee would be selected by a board composed of the governor , lieutenant governor , speaker of the House , attorney general and chief justice of the Texas Supreme Court .",0,False
"Austin , Texas",0,False
-- State representatives decided Thursday against taking a poll on what kind of taxes Texans would prefer to pay .,0,False
"An adverse vote of 81 to 65 kept in the State Affairs Committee a bill which would order the referendum on the April 4 ballot , when Texas votes on a U.S. senator .",0,False
"Rep. Wesley Roberts of Seminole , sponsor of the poll idea , said that further delay in the committee can kill the bill .",0,False
The West Texan reported that he had finally gotten Chairman Bill Hollowell of the committee to set it for public hearing on Feb. 22 .,0,False
"The proposal would have to receive final legislative approval , by two-thirds majorities , before March 1 to be printed on the April 4 ballot , Roberts said .",0,False
Opponents generally argued that the ballot couldn't give enough information about tax proposals for the voters to make an intelligent choice .,0,False
"All Dallas members voted with Roberts , except Rep. Bill Jones , who was absent .",0,False
"Austin , Texas",0,False
-- Paradise lost to the alleged water needs of Texas' big cities Thursday .,0,False
"Rep. James Cotten of Weatherford insisted that a water development bill passed by the Texas House of Representatives was an effort by big cities like Dallas and Fort Worth to cover up places like Paradise , a Wise County hamlet of 250 people .",0,True
"When the shouting ended , the bill passed , 114 to 4 , sending it to the Senate , where a similar proposal is being sponsored by Sen. George Parkhouse of Dallas .",0,False
Most of the fire was directed by Cotten against Dallas and Sen. Parkhouse .,0,True
"The bill would increase from $5,000,000 to $15,000,000 the maximum loan the state could make to a local water project .",0,False
Cotten construed this as a veiled effort by Parkhouse to help Dallas and other large cities get money which Cotten felt could better be spent providing water for rural Texas .,0,False
"Statements by other legislators that Dallas is paying for all its water program by local bonds , and that less populous places would benefit most by the pending bill , did not sway Cotten's attack .",0,False
"The bill's defenders were mostly small-town legislators like J. W. Buchanan of Dumas , Eligio ( Kika ) De La Garza of Mission , Sam F. Collins of Newton and Joe Chapman of Sulphur Springs .",0,False
"`` This is a poor boy's bill '' , said Chapman .",0,True
`` Dallas and Fort Worth can vote bonds .,0,False
This would help the little peanut districts '' .,0,False
"Austin , Texas",0,False
"-- A Houston teacher , now serving in the Legislature , proposed Thursday a law reducing the time spent learning `` educational methods '' .",0,False
"Rep. Henry C. Grover , who teaches history in the Houston public schools , would reduce from 24 to 12 semester hours the so-called `` teaching methods '' courses required to obtain a junior or senior high school teaching certificate .",0,False
A normal year's work in college is 30 semester hours .,0,False
Grover also would require junior-senior high teachers to have at least 24 semester hours credit in the subject they are teaching .,0,False
The remainder of the 4-year college requirement would be in general subjects .,0,False
"`` A person with a master's degree in physics , chemistry , math or English , yet who has not taken Education courses , is not permitted to teach in the public schools '' , said Grover .",0,False
College teachers in Texas are not required to have the Education courses .,0,False
Fifty-three of the 150 representatives immediately joined Grover as co-signers of the proposal .,0,False
"Paris , Texas ( sp. )",0,False
"-- The board of regents of Paris Junior College has named Dr. Clarence Charles Clark of Hays , Kan. as the school's new president .",0,False
"Dr. Clark will succeed Dr. J. R. McLemore , who will retire at the close of the present school term .",0,False
Dr. Clark holds an earned Doctor of Education degree from the University of Oklahoma .,0,False
"He also received a Master of Science degree from Texas A & I College and a Bachelor of Science degree from Southwestern State College , Weatherford , Okla. .",0,False
"In addition , Dr. Clark has studied at Rhode Island State College and Massachusetts Institute of Technology .",0,False
"During his college career , Dr. Clark was captain of his basketball team and was a football letterman .",0,True
"Dr. Clark has served as teacher and principal in Oklahoma high schools , as teacher and athletic director at Raymondville , Texas , High School , as an instructor at the University of Oklahoma , and as an associate professor of education at Fort Hays , Kan. , State College .",0,False
He has served as a border patrolman and was in the Signal Corps of the U.S. Army .,0,False
"Denton , Texas ( sp. )",0,False
-- Principals of the 13 schools in the Denton Independent School District have been re-elected for the 1961-62 session upon the recommendation of Supt. Chester O. Strickland .,0,False
State and federal legislation against racial discrimination in employment was called for yesterday in a report of a `` blue ribbon '' citizens committee on the aid to dependent children program .,0,False
"The report , culminating a year long study of the ADC program in Cook county by a New York City welfare consulting firm , listed 10 long range recommendations designed to reduce the soaring ADC case load .",0,True
"The report called racial discrimination in employment `` one of the most serious causes of family breakdown , desertion , and ADC dependency '' .",0,False
`` Must solve problem '',0,False
"The monthly cost of ADC to more than 100,000 recipients in the county is 4.4 million dollars , said C. Virgil Martin , president of Carson Pirie Scott & Co. , committee chairman .",0,True
"`` We must solve the problems which have forced these people to depend upon ADC for subsistence '' , Martin said .",0,False
"The volume of ADC cases will decrease , Martin reported , when the community is able to deal effectively with two problems : Relatively limited skills and discrimination in employment because of color .",0,False
"These , he said , are `` two of the principal underlying causes for family breakups leading to ADC '' .",0,False
Calls for extension,0,False
Other recommendations made by the committee are :,0,False
"Extension of the ADC program to all children in need living with any relatives , including both parents , as a means of preserving family unity .",0,False
Research projects as soon as possible on the causes and prevention of dependency and illegitimacy .,0,False
"Several defendants in the Summerdale police burglary trial made statements indicating their guilt at the time of their arrest , Judge James B. Parsons was told in Criminal court yesterday .",0,False
"The disclosure by Charles Bellows , chief defense counsel , startled observers and was viewed as the prelude to a quarrel between the six attorneys representing the eight former policemen now on trial .",0,False
"Bellows made the disclosure when he asked Judge Parsons to grant his client , Alan Clements , 30 , a separate trial .",0,False
Bellows made the request while the all-woman jury was out of the courtroom .,0,False
Fears prejudicial aspects,0,False
"`` The statements may be highly prejudicial to my client '' , Bellows told the court .",0,False
`` Some of the defendants strongly indicated they knew they were receiving stolen property .,0,False
It is impossible to get a fair trial when some of the defendants made statements involving themselves and others '' .,0,False
"Judge Parsons leaned over the bench and inquired , `` You mean some of the defendants made statements admitting this '' ? ?",0,False
"`` Yes , your honor '' , replied Bellows .",0,False
"`` What this amounts to , if true , is that there will be a free-for-all fight in this case .",0,False
There is a conflict among the defendants '' .,0,False
"Washington , July 24",0,False
-- President Kennedy today pushed aside other White House business to devote all his time and attention to working on the Berlin crisis address he will deliver tomorrow night to the American people over nationwide television and radio .,0,False
The President spent much of the week-end at his summer home on Cape Cod writing the first drafts of portions of the address with the help of White House aids in Washington with whom he talked by telephone .,0,False
"Shortly after the Chief Executive returned to Washington in midmorning from Hyannis Port , Mass. , a White House spokesman said the address text still had `` quite a way to go '' toward completion .",0,False
Decisions are made,0,False
"Asked to elaborate , Pierre Salinger , White House press secretary , replied , `` I would say it's got to go thru several more drafts '' .",0,False
"Salinger said the work President Kennedy , advisers , and members of his staff were doing on the address involved composition and wording , rather than last minute decisions on administration plans to meet the latest Berlin crisis precipitated by Russia's demands and proposals for the city .",0,False
"The last 10 cases in the investigation of the Nov. 8 election were dismissed yesterday by Acting Judge John M. Karns , who charged that the prosecution obtained evidence `` by unfair and fundamentally illegal means '' .",0,False
Karns said that the cases involved a matter `` of even greater significance than the guilt or innocence '' of the 50 persons .,0,False
He said evidence was obtained `` in violation of the legal rights of citizens '' .,0,False
Karns' ruling pertained to eight of the 10 cases .,0,False
In the two other cases he ruled that the state had been `` unable to make a case '' .,0,False
"Contempt proceedings originally had been brought against 677 persons in 133 precincts by Morris J. Wexler , special prosecutor .",0,False
Issue jury subpoenas,0,False
"Wexler admitted in earlier court hearings that he issued grand jury subpenas to about 200 persons involved in the election investigation , questioned the individuals in the Criminal courts building , but did not take them before the grand jury .",0,False
"Mayer Goldberg , attorney for election judges in the 58th precinct of the 23d ward , argued this procedure constituted intimidation .",0,False
Wexler has denied repeatedly that coercion was used in questioning .,0,False
Karns said it was a `` wrongful act '' for Wexler to take statements `` privately and outside of the grand jury room '' .,0,False
He said this constituted a `` very serious misuse '' of the Criminal court processes .,0,False
"`` Actually , the abuse of the process may have constituted a contempt of the Criminal court of Cook county , altho vindication of the authority of that court is not the function of this court '' , said Karns , who is a City judge in East St. Louis sitting in Cook County court .",0,True
Faced seven cases,0,False
Karns had been scheduled this week to hear seven cases involving 35 persons .,0,False
"Wexler had charged the precinct judges in these cases with `` complementary '' miscount of the vote , in which votes would be taken from one candidate and given to another .",0,False
"The cases involved judges in the 33d , 24th , and 42d precincts of the 31st ward , the 21st and 28th precincts of the 29th ward , the 18th precinct of the 4th ward , and the 9th precinct of the 23d ward .",0,False
The case of the judges in the 58th precinct of the 23d ward had been heard previously and taken under advisement by Karns .,0,False
Two other cases also were under advisement .,0,False
Claims precedent lacking,0,False
"After reading his statement discharging the 23d ward case , Karns told Wexler that if the seven cases scheduled for trial also involved persons who had been subpenaed , he would dismiss them .",0,False
"Washington , Feb. 9",0,False
-- President Kennedy today proposed a mammoth new medical care program whereby social security taxes on 70 million American workers would be raised to pay the hospital and some other medical bills of 14.2 million Americans over 65 who are covered by social security or railroad retirement programs .,0,False
"The President , in a special message to Congress , tied in with his aged care plan requests for large federal grants to finance medical and dental scholarships , build 20 new medical and 20 new dental schools , and expand child health care and general medical research .",0,False
"The aged care plan , similar to one the President sponsored last year as a senator , a fight on Capitol hill .",0,False
It was defeated in Congress last year .,0,True
Cost up to $37 a year,0,False
It would be financed by boosting the social security payroll tax by as much as $37 a year for each of the workers now paying such taxes .,0,False
"The social security payroll tax is now 6 per cent -- 3 per cent on each worker and employer -- on the first $4,800 of pay per year .",0,False
